section	key	probe	lon	lat
REG	epsg:32304	1	-0x1.4908a5c0c2b97p7	-0x1.ep4
REG	epsg:32304	2	-0x1.32f75a3f3d469p7	-0x1.ep4
REG	epsg:32304	3	-0x1.4908a5c0c2b97p7	-0x1.4p4
REG	epsg:32304	4	-0x1.32f75a3f3d469p7	-0x1.4p4
REG	epsg:32305	0	-0x1.32p7	-0x1.9p4
REG	epsg:32305	1	-0x1.3d08a5c0c2b97p7	-0x1.ep4
REG	epsg:32305	2	-0x1.26f75a3f3d469p7	-0x1.ep4
REG	epsg:32305	3	-0x1.3d08a5c0c2b97p7	-0x1.4p4
REG	epsg:32305	4	-0x1.26f75a3f3d469p7	-0x1.4p4
REG	epsg:32306	0	-0x1.26p7	-0x1.9p4
REG	epsg:32306	1	-0x1.3108a5c0c2b97p7	-0x1.ep4
REG	epsg:32306	2	-0x1.1af75a3f3d469p7	-0x1.ep4
REG	epsg:32306	3	-0x1.3108a5c0c2b97p7	-0x1.4p4
REG	epsg:32306	4	-0x1.1af75a3f3d469p7	-0x1.4p4
REG	epsg:32307	0	-0x1.1ap7	-0x1.9p4
REG	epsg:32307	1	-0x1.2508a5c0c2b97p7	-0x1.ep4
REG	epsg:32307	2	-0x1.0ef75a3f3d469p7	-0x1.ep4
REG	epsg:32307	3	-0x1.2508a5c0c2b97p7	-0x1.4p4
REG	epsg:32307	4	-0x1.0ef75a3f3d469p7	-0x1.4p4
REG	epsg:32308	0	-0x1.0ep7	-0x1.9p4
REG	epsg:32308	1	-0x1.1908a5c0c2b97p7	-0x1.ep4
REG	epsg:32308	2	-0x1.02f75a3f3d469p7	-0x1.ep4
REG	epsg:32308	3	-0x1.1908a5c0c2b97p7	-0x1.4p4
REG	epsg:32308	4	-0x1.02f75a3f3d469p7	-0x1.4p4
REG	epsg:32309	0	-0x1.02p7	-0x1.9p4
REG	epsg:32309	1	-0x1.0d08a5c0c2b97p7	-0x1.ep4
REG	epsg:32309	2	-0x1.edeeb47e7a8d2p6	-0x1.ep4
REG	epsg:32309	3	-0x1.0d08a5c0c2b97p7	-0x1.4p4
REG	epsg:32309	4	-0x1.edeeb47e7a8d2p6	-0x1.4p4
REG	epsg:3231	0	0x1.bp5	-0x1.3d55555555556p6
REG	epsg:3231	1	-0x1.8p2	-0x1.64p6
REG	epsg:3231	2	0x1.c8p6	-0x1.64p6
REG	epsg:3231	3	-0x1.8p2	-0x1.0155555555556p6
REG	epsg:3231	4	0x1.c8p6	-0x1.0155555555556p6
REG	epsg:32310	0	-0x1.ecp6	-0x1.9p4
REG	epsg:32310	1	-0x1.0108a5c0c2b97p7	-0x1.ep4
REG	epsg:32310	2	-0x1.d5eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32310	3	-0x1.0108a5c0c2b97p7	-0x1.4p4
REG	epsg:32310	4	-0x1.d5eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32311	0	-0x1.d4p6	-0x1.9p4
REG	epsg:32311	1	-0x1.ea114b818572ep6	-0x1.ep4
REG	epsg:32311	2	-0x1.bdeeb47e7a8d2p6	-0x1.ep4
REG	epsg:32311	3	-0x1.ea114b818572ep6	-0x1.4p4
REG	epsg:32311	4	-0x1.bdeeb47e7a8d2p6	-0x1.4p4
REG	epsg:32312	0	-0x1.bcp6	-0x1.9p4
REG	epsg:32312	1	-0x1.d2114b818572ep6	-0x1.ep4
REG	epsg:32312	2	-0x1.a5eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32312	3	-0x1.d2114b818572ep6	-0x1.4p4
REG	epsg:32312	4	-0x1.a5eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32313	0	-0x1.a4p6	-0x1.9p4
REG	epsg:32313	1	-0x1.ba114b818572ep6	-0x1.ep4
REG	epsg:32313	2	-0x1.8deeb47e7a8d2p6	-0x1.ep4
REG	epsg:32313	3	-0x1.ba114b818572ep6	-0x1.4p4
REG	epsg:32313	4	-0x1.8deeb47e7a8d2p6	-0x1.4p4
REG	epsg:32314	0	-0x1.8cp6	-0x1.9p4
REG	epsg:32314	1	-0x1.a2114b818572ep6	-0x1.ep4
REG	epsg:32314	2	-0x1.75eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32314	3	-0x1.a2114b818572ep6	-0x1.4p4
REG	epsg:32314	4	-0x1.75eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32315	0	-0x1.74p6	-0x1.9p4
REG	epsg:32315	1	-0x1.8a114b818572ep6	-0x1.ep4
REG	epsg:32315	2	-0x1.5deeb47e7a8d2p6	-0x1.ep4
REG	epsg:32315	3	-0x1.8a114b818572ep6	-0x1.4p4
REG	epsg:32315	4	-0x1.5deeb47e7a8d2p6	-0x1.4p4
REG	epsg:32316	0	-0x1.5cp6	-0x1.9p4
REG	epsg:32316	1	-0x1.72114b818572ep6	-0x1.ep4
REG	epsg:32316	2	-0x1.45eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32316	3	-0x1.72114b818572ep6	-0x1.4p4
REG	epsg:32316	4	-0x1.45eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32317	0	-0x1.44p6	-0x1.9p4
REG	epsg:32317	1	-0x1.5a114b818572ep6	-0x1.ep4
REG	epsg:32317	2	-0x1.2deeb47e7a8d2p6	-0x1.ep4
REG	epsg:32317	3	-0x1.5a114b818572ep6	-0x1.4p4
REG	epsg:32317	4	-0x1.2deeb47e7a8d2p6	-0x1.4p4
REG	epsg:32318	0	-0x1.2cp6	-0x1.9p4
REG	epsg:32318	1	-0x1.42114b818572ep6	-0x1.ep4
REG	epsg:32318	2	-0x1.15eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32318	3	-0x1.42114b818572ep6	-0x1.4p4
REG	epsg:32318	4	-0x1.15eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32319	0	-0x1.14p6	-0x1.9p4
REG	epsg:32319	1	-0x1.2a114b818572ep6	-0x1.ep4
REG	epsg:32319	2	-0x1.fbdd68fcf51a3p5	-0x1.ep4
REG	epsg:32319	3	-0x1.2a114b818572ep6	-0x1.4p4
REG	epsg:32319	4	-0x1.fbdd68fcf51a3p5	-0x1.4p4
REG	epsg:3232	0	0x1.08p6	-0x1.3d55555555556p6
REG	epsg:3232	1	0x1.8p2	-0x1.64p6
REG	epsg:3232	2	0x1.f8p6	-0x1.64p6
REG	epsg:3232	3	0x1.8p2	-0x1.0155555555556p6
REG	epsg:3232	4	0x1.f8p6	-0x1.0155555555556p6
REG	epsg:32320	0	-0x1.f8p5	-0x1.9p4
REG	epsg:32320	1	-0x1.12114b818572ep6	-0x1.ep4
REG	epsg:32320	2	-0x1.cbdd68fcf51a3p5	-0x1.ep4
REG	epsg:32320	3	-0x1.12114b818572ep6	-0x1.4p4
REG	epsg:32320	4	-0x1.cbdd68fcf51a3p5	-0x1.4p4
REG	epsg:32321	0	-0x1.c8p5	-0x1.9p4
REG	epsg:32321	1	-0x1.f42297030ae5dp5	-0x1.ep4
REG	epsg:32321	2	-0x1.9bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32321	3	-0x1.f42297030ae5dp5	-0x1.4p4
REG	epsg:32321	4	-0x1.9bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32322	0	-0x1.98p5	-0x1.9p4
REG	epsg:32322	1	-0x1.c42297030ae5dp5	-0x1.ep4
REG	epsg:32322	2	-0x1.6bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32322	3	-0x1.c42297030ae5dp5	-0x1.4p4
REG	epsg:32322	4	-0x1.6bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32323	0	-0x1.68p5	-0x1.9p4
REG	epsg:32323	1	-0x1.942297030ae5dp5	-0x1.ep4
REG	epsg:32323	2	-0x1.3bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32323	3	-0x1.942297030ae5dp5	-0x1.4p4
REG	epsg:32323	4	-0x1.3bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32324	0	-0x1.38p5	-0x1.9p4
REG	epsg:32324	1	-0x1.642297030ae5dp5	-0x1.ep4
REG	epsg:32324	2	-0x1.0bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32324	3	-0x1.642297030ae5dp5	-0x1.4p4
REG	epsg:32324	4	-0x1.0bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32325	0	-0x1.08p5	-0x1.9p4
REG	epsg:32325	1	-0x1.342297030ae5dp5	-0x1.ep4
REG	epsg:32325	2	-0x1.b7bad1f9ea347p4	-0x1.ep4
REG	epsg:32325	3	-0x1.342297030ae5dp5	-0x1.4p4
REG	epsg:32325	4	-0x1.b7bad1f9ea347p4	-0x1.4p4
REG	epsg:32326	0	-0x1.bp4	-0x1.9p4
REG	epsg:32326	1	-0x1.042297030ae5dp5	-0x1.ep4
REG	epsg:32326	2	-0x1.57bad1f9ea347p4	-0x1.ep4
REG	epsg:32326	3	-0x1.042297030ae5dp5	-0x1.4p4
REG	epsg:32326	4	-0x1.57bad1f9ea347p4	-0x1.4p4
REG	epsg:32327	0	-0x1.5p4	-0x1.9p4
REG	epsg:32327	1	-0x1.a8452e0615cb9p4	-0x1.ep4
REG	epsg:32327	2	-0x1.ef75a3f3d468ep3	-0x1.ep4
REG	epsg:32327	3	-0x1.a8452e0615cb9p4	-0x1.4p4
REG	epsg:32327	4	-0x1.ef75a3f3d468ep3	-0x1.4p4
REG	epsg:32328	0	-0x1.ep3	-0x1.9p4
REG	epsg:32328	1	-0x1.48452e0615cb9p4	-0x1.ep4
REG	epsg:32328	2	-0x1.2f75a3f3d468ep3	-0x1.ep4
REG	epsg:32328	3	-0x1.48452e0615cb9p4	-0x1.4p4
REG	epsg:32328	4	-0x1.2f75a3f3d468ep3	-0x1.4p4
REG	epsg:32329	0	-0x1.2p3	-0x1.9p4
REG	epsg:32329	1	-0x1.d08a5c0c2b972p3	-0x1.ep4
REG	epsg:32329	2	-0x1.bdd68fcf51a36p1	-0x1.ep4
REG	epsg:32329	3	-0x1.d08a5c0c2b972p3	-0x1.4p4
REG	epsg:32329	4	-0x1.bdd68fcf51a36p1	-0x1.4p4
REG	epsg:3233	0	0x1.38p6	-0x1.3d55555555556p6
REG	epsg:3233	1	0x1.2p4	-0x1.64p6
REG	epsg:3233	2	0x1.14p7	-0x1.64p6
REG	epsg:3233	3	0x1.2p4	-0x1.0155555555556p6
REG	epsg:3233	4	0x1.14p7	-0x1.0155555555556p6
REG	epsg:32330	0	-0x1.8p1	-0x1.9p4
REG	epsg:32330	1	-0x1.108a5c0c2b972p3	-0x1.ep4
REG	epsg:32330	2	0x1.42297030ae5cap1	-0x1.ep4
REG	epsg:32330	3	-0x1.108a5c0c2b972p3	-0x1.4p4
REG	epsg:32330	4	0x1.42297030ae5cap1	-0x1.4p4
REG	epsg:32331	0	0x1.8p1	-0x1.9p4
REG	epsg:32331	1	-0x1.42297030ae5cap1	-0x1.ep4
REG	epsg:32331	2	0x1.108a5c0c2b972p3	-0x1.ep4
REG	epsg:32331	3	-0x1.42297030ae5cap1	-0x1.4p4
REG	epsg:32331	4	0x1.108a5c0c2b972p3	-0x1.4p4
REG	epsg:32332	0	0x1.2p3	-0x1.9p4
REG	epsg:32332	1	0x1.bdd68fcf51a36p1	-0x1.ep4
REG	epsg:32332	2	0x1.d08a5c0c2b972p3	-0x1.ep4
REG	epsg:32332	3	0x1.bdd68fcf51a36p1	-0x1.4p4
REG	epsg:32332	4	0x1.d08a5c0c2b972p3	-0x1.4p4
REG	epsg:32333	0	0x1.ep3	-0x1.9p4
REG	epsg:32333	1	0x1.2f75a3f3d468ep3	-0x1.ep4
REG	epsg:32333	2	0x1.48452e0615cb9p4	-0x1.ep4
REG	epsg:32333	3	0x1.2f75a3f3d468ep3	-0x1.4p4
REG	epsg:32333	4	0x1.48452e0615cb9p4	-0x1.4p4
REG	epsg:32334	0	0x1.5p4	-0x1.9p4
REG	epsg:32334	1	0x1.ef75a3f3d468ep3	-0x1.ep4
REG	epsg:32334	2	0x1.a8452e0615cb9p4	-0x1.ep4
REG	epsg:32334	3	0x1.ef75a3f3d468ep3	-0x1.4p4
REG	epsg:32334	4	0x1.a8452e0615cb9p4	-0x1.4p4
REG	epsg:32335	0	0x1.bp4	-0x1.9p4
REG	epsg:32335	1	0x1.57bad1f9ea347p4	-0x1.ep4
REG	epsg:32335	2	0x1.042297030ae5dp5	-0x1.ep4
REG	epsg:32335	3	0x1.57bad1f9ea347p4	-0x1.4p4
REG	epsg:32335	4	0x1.042297030ae5dp5	-0x1.4p4
REG	epsg:32336	0	0x1.08p5	-0x1.9p4
REG	epsg:32336	1	0x1.b7bad1f9ea347p4	-0x1.ep4
REG	epsg:32336	2	0x1.342297030ae5dp5	-0x1.ep4
REG	epsg:32336	3	0x1.b7bad1f9ea347p4	-0x1.4p4
REG	epsg:32336	4	0x1.342297030ae5dp5	-0x1.4p4
REG	epsg:32337	0	0x1.38p5	-0x1.9p4
REG	epsg:32337	1	0x1.0bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32337	2	0x1.642297030ae5dp5	-0x1.ep4
REG	epsg:32337	3	0x1.0bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32337	4	0x1.642297030ae5dp5	-0x1.4p4
REG	epsg:32338	0	0x1.68p5	-0x1.9p4
REG	epsg:32338	1	0x1.3bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32338	2	0x1.942297030ae5dp5	-0x1.ep4
REG	epsg:32338	3	0x1.3bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32338	4	0x1.942297030ae5dp5	-0x1.4p4
REG	epsg:32339	0	0x1.98p5	-0x1.9p4
REG	epsg:32339	1	0x1.6bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32339	2	0x1.c42297030ae5dp5	-0x1.ep4
REG	epsg:32339	3	0x1.6bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32339	4	0x1.c42297030ae5dp5	-0x1.4p4
REG	epsg:3234	0	0x1.68p6	-0x1.3d55555555556p6
REG	epsg:3234	1	0x1.ep4	-0x1.64p6
REG	epsg:3234	2	0x1.2cp7	-0x1.64p6
REG	epsg:3234	3	0x1.ep4	-0x1.0155555555556p6
REG	epsg:3234	4	0x1.2cp7	-0x1.0155555555556p6
REG	epsg:32340	0	0x1.c8p5	-0x1.9p4
REG	epsg:32340	1	0x1.9bdd68fcf51a3p5	-0x1.ep4
REG	epsg:32340	2	0x1.f42297030ae5dp5	-0x1.ep4
REG	epsg:32340	3	0x1.9bdd68fcf51a3p5	-0x1.4p4
REG	epsg:32340	4	0x1.f42297030ae5dp5	-0x1.4p4
REG	epsg:32341	0	0x1.f8p5	-0x1.9p4
REG	epsg:32341	1	0x1.cbdd68fcf51a3p5	-0x1.ep4
REG	epsg:32341	2	0x1.12114b818572ep6	-0x1.ep4
REG	epsg:32341	3	0x1.cbdd68fcf51a3p5	-0x1.4p4
REG	epsg:32341	4	0x1.12114b818572ep6	-0x1.4p4
REG	epsg:32342	0	0x1.14p6	-0x1.9p4
REG	epsg:32342	1	0x1.fbdd68fcf51a3p5	-0x1.ep4
REG	epsg:32342	2	0x1.2a114b818572ep6	-0x1.ep4
REG	epsg:32342	3	0x1.fbdd68fcf51a3p5	-0x1.4p4
REG	epsg:32342	4	0x1.2a114b818572ep6	-0x1.4p4
REG	epsg:32343	0	0x1.2cp6	-0x1.9p4
REG	epsg:32343	1	0x1.15eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32343	2	0x1.42114b818572ep6	-0x1.ep4
REG	epsg:32343	3	0x1.15eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32343	4	0x1.42114b818572ep6	-0x1.4p4
REG	epsg:32344	0	0x1.44p6	-0x1.9p4
REG	epsg:32344	1	0x1.2deeb47e7a8d2p6	-0x1.ep4
REG	epsg:32344	2	0x1.5a114b818572ep6	-0x1.ep4
REG	epsg:32344	3	0x1.2deeb47e7a8d2p6	-0x1.4p4
REG	epsg:32344	4	0x1.5a114b818572ep6	-0x1.4p4
REG	epsg:32345	0	0x1.5cp6	-0x1.9p4
REG	epsg:32345	1	0x1.45eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32345	2	0x1.72114b818572ep6	-0x1.ep4
REG	epsg:32345	3	0x1.45eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32345	4	0x1.72114b818572ep6	-0x1.4p4
REG	epsg:32346	0	0x1.74p6	-0x1.9p4
REG	epsg:32346	1	0x1.5deeb47e7a8d2p6	-0x1.ep4
REG	epsg:32346	2	0x1.8a114b818572ep6	-0x1.ep4
REG	epsg:32346	3	0x1.5deeb47e7a8d2p6	-0x1.4p4
REG	epsg:32346	4	0x1.8a114b818572ep6	-0x1.4p4
REG	epsg:32347	0	0x1.8cp6	-0x1.9p4
REG	epsg:32347	1	0x1.75eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32347	2	0x1.a2114b818572ep6	-0x1.ep4
REG	epsg:32347	3	0x1.75eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32347	4	0x1.a2114b818572ep6	-0x1.4p4
REG	epsg:32348	0	0x1.a4p6	-0x1.9p4
REG	epsg:32348	1	0x1.8deeb47e7a8d2p6	-0x1.ep4
REG	epsg:32348	2	0x1.ba114b818572ep6	-0x1.ep4
REG	epsg:32348	3	0x1.8deeb47e7a8d2p6	-0x1.4p4
REG	epsg:32348	4	0x1.ba114b818572ep6	-0x1.4p4
REG	epsg:32349	0	0x1.bcp6	-0x1.9p4
REG	epsg:32349	1	0x1.a5eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32349	2	0x1.d2114b818572ep6	-0x1.ep4
REG	epsg:32349	3	0x1.a5eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32349	4	0x1.d2114b818572ep6	-0x1.4p4
REG	epsg:3235	0	0x1.98p6	-0x1.3d55555555556p6
REG	epsg:3235	1	0x1.5p5	-0x1.64p6
REG	epsg:3235	2	0x1.44p7	-0x1.64p6
REG	epsg:3235	3	0x1.5p5	-0x1.0155555555556p6
REG	epsg:3235	4	0x1.44p7	-0x1.0155555555556p6
REG	epsg:32350	0	0x1.d4p6	-0x1.9p4
REG	epsg:32350	1	0x1.bdeeb47e7a8d2p6	-0x1.ep4
REG	epsg:32350	2	0x1.ea114b818572ep6	-0x1.ep4
REG	epsg:32350	3	0x1.bdeeb47e7a8d2p6	-0x1.4p4
REG	epsg:32350	4	0x1.ea114b818572ep6	-0x1.4p4
REG	epsg:32351	0	0x1.ecp6	-0x1.9p4
REG	epsg:32351	1	0x1.d5eeb47e7a8d2p6	-0x1.ep4
REG	epsg:32351	2	0x1.0108a5c0c2b97p7	-0x1.ep4
REG	epsg:32351	3	0x1.d5eeb47e7a8d2p6	-0x1.4p4
REG	epsg:32351	4	0x1.0108a5c0c2b97p7	-0x1.4p4
REG	epsg:32352	0	0x1.02p7	-0x1.9p4
REG	epsg:32352	1	0x1.edeeb47e7a8d2p6	-0x1.ep4
REG	epsg:32352	2	0x1.0d08a5c0c2b97p7	-0x1.ep4
REG	epsg:32352	3	0x1.edeeb47e7a8d2p6	-0x1.4p4
REG	epsg:32352	4	0x1.0d08a5c0c2b97p7	-0x1.4p4
REG	epsg:32353	0	0x1.0ep7	-0x1.9p4
REG	epsg:32353	1	0x1.02f75a3f3d469p7	-0x1.ep4
REG	epsg:32353	2	0x1.1908a5c0c2b97p7	-0x1.ep4
REG	epsg:32353	3	0x1.02f75a3f3d469p7	-0x1.4p4
REG	epsg:32353	4	0x1.1908a5c0c2b97p7	-0x1.4p4
REG	epsg:32354	0	0x1.1ap7	-0x1.9p4
REG	epsg:32354	1	0x1.0ef75a3f3d469p7	-0x1.ep4
REG	epsg:32354	2	0x1.2508a5c0c2b97p7	-0x1.ep4
REG	epsg:32354	3	0x1.0ef75a3f3d469p7	-0x1.4p4
REG	epsg:32354	4	0x1.2508a5c0c2b97p7	-0x1.4p4
REG	epsg:32355	0	0x1.26p7	-0x1.9p4
REG	epsg:32355	1	0x1.1af75a3f3d469p7	-0x1.ep4
REG	epsg:32355	2	0x1.3108a5c0c2b97p7	-0x1.ep4
REG	epsg:32355	3	0x1.1af75a3f3d469p7	-0x1.4p4
REG	epsg:32355	4	0x1.3108a5c0c2b97p7	-0x1.4p4
REG	epsg:32356	0	0x1.32p7	-0x1.9p4
REG	epsg:32356	1	0x1.26f75a3f3d469p7	-0x1.ep4
REG	epsg:32356	2	0x1.3d08a5c0c2b97p7	-0x1.ep4
REG	epsg:32356	3	0x1.26f75a3f3d469p7	-0x1.4p4
REG	epsg:32356	4	0x1.3d08a5c0c2b97p7	-0x1.4p4
REG	epsg:32357	0	0x1.3ep7	-0x1.9p4
REG	epsg:32357	1	0x1.32f75a3f3d469p7	-0x1.ep4
REG	epsg:32357	2	0x1.4908a5c0c2b97p7	-0x1.ep4
REG	epsg:32357	3	0x1.32f75a3f3d469p7	-0x1.4p4
REG	epsg:32357	4	0x1.4908a5c0c2b97p7	-0x1.4p4
REG	epsg:32358	0	0x1.4ap7	-0x1.9p4
REG	epsg:32358	1	0x1.3ef75a3f3d469p7	-0x1.ep4
REG	epsg:32358	2	0x1.5508a5c0c2b97p7	-0x1.ep4
REG	epsg:32358	3	0x1.3ef75a3f3d469p7	-0x1.4p4
REG	epsg:32358	4	0x1.5508a5c0c2b97p7	-0x1.4p4
REG	epsg:32359	0	0x1.56p7	-0x1.9p4
REG	epsg:32359	1	0x1.4af75a3f3d469p7	-0x1.ep4
REG	epsg:32359	2	0x1.6108a5c0c2b97p7	-0x1.ep4
REG	epsg:32359	3	0x1.4af75a3f3d469p7	-0x1.4p4
REG	epsg:32359	4	0x1.6108a5c0c2b97p7	-0x1.4p4
REG	epsg:3236	0	0x1.c8p6	-0x1.3d55555555556p6
REG	epsg:3236	1	0x1.bp5	-0x1.64p6
REG	epsg:3236	2	0x1.5cp7	-0x1.64p6
REG	epsg:3236	3	0x1.bp5	-0x1.0155555555556p6
REG	epsg:3236	4	0x1.5cp7	-0x1.0155555555556p6
REG	epsg:32360	0	0x1.62p7	-0x1.9p4
REG	epsg:32360	1	0x1.56f75a3f3d469p7	-0x1.ep4
REG	epsg:32360	2	-0x1.62f75a3f3d469p7	-0x1.ep4
REG	epsg:32360	3	0x1.56f75a3f3d469p7	-0x1.4p4
REG	epsg:32360	4	-0x1.62f75a3f3d469p7	-0x1.4p4
REG	epsg:3237	0	0x1.f8p6	-0x1.3d55555555556p6
REG	epsg:3237	1	0x1.08p6	-0x1.64p6
REG	epsg:3237	2	-0x1.5cp7	-0x1.64p6
REG	epsg:3237	3	0x1.08p6	-0x1.0155555555556p6
REG	epsg:3237	4	-0x1.5cp7	-0x1.0155555555556p6
REG	epsg:3238	0	0x1.14p7	-0x1.3d55555555556p6
REG	epsg:3238	1	0x1.38p6	-0x1.64p6
REG	epsg:3238	2	-0x1.44p7	-0x1.64p6
REG	epsg:3238	3	0x1.38p6	-0x1.0155555555556p6
REG	epsg:3238	4	-0x1.44p7	-0x1.0155555555556p6
REG	epsg:3239	0	0x1.2cp7	-0x1.3d55555555556p6
REG	epsg:3239	1	0x1.68p6	-0x1.64p6
REG	epsg:3239	2	-0x1.2cp7	-0x1.64p6
REG	epsg:3239	3	0x1.68p6	-0x1.0155555555556p6
REG	epsg:3239	4	-0x1.2cp7	-0x1.0155555555556p6
REG	epsg:3240	0	0x1.44p7	-0x1.3d55555555556p6
REG	epsg:3240	1	0x1.98p6	-0x1.64p6
REG	epsg:3240	2	-0x1.14p7	-0x1.64p6
REG	epsg:3240	3	0x1.98p6	-0x1.0155555555556p6
REG	epsg:3240	4	-0x1.14p7	-0x1.0155555555556p6
REG	epsg:32401	0	-0x1.62p7	0x0.0p0
REG	epsg:32401	1	0x1.64p7	-0x1.4p2
REG	epsg:32401	2	-0x1.58p7	-0x1.4p2
REG	epsg:32401	3	0x1.64p7	0x1.4p2
REG	epsg:32401	4	-0x1.58p7	0x1.4p2
REG	epsg:32402	0	-0x1.56p7	0x0.0p0
REG	epsg:32402	1	-0x1.6p7	-0x1.4p2
REG	epsg:32402	2	-0x1.4cp7	-0x1.4p2
REG	epsg:32402	3	-0x1.6p7	0x1.4p2
REG	epsg:32402	4	-0x1.4cp7	0x1.4p2
REG	epsg:32403	0	-0x1.4ap7	0x0.0p0
REG	epsg:32403	1	-0x1.54p7	-0x1.4p2
REG	epsg:32403	2	-0x1.4p7	-0x1.4p2
REG	epsg:32403	3	-0x1.54p7	0x1.4p2
REG	epsg:32403	4	-0x1.4p7	0x1.4p2
REG	epsg:32404	0	-0x1.3ep7	0x0.0p0
REG	epsg:32404	1	-0x1.48p7	-0x1.4p2
REG	epsg:32404	2	-0x1.34p7	-0x1.4p2
REG	epsg:32404	3	-0x1.48p7	0x1.4p2
REG	epsg:32404	4	-0x1.34p7	0x1.4p2
REG	epsg:32405	0	-0x1.32p7	0x0.0p0
REG	epsg:32405	1	-0x1.3cp7	-0x1.4p2
REG	epsg:32405	2	-0x1.28p7	-0x1.4p2
REG	epsg:32405	3	-0x1.3cp7	0x1.4p2
REG	epsg:32405	4	-0x1.28p7	0x1.4p2
REG	epsg:32406	0	-0x1.26p7	0x0.0p0
REG	epsg:32406	1	-0x1.3p7	-0x1.4p2
REG	epsg:32406	2	-0x1.1cp7	-0x1.4p2
REG	epsg:32406	3	-0x1.3p7	0x1.4p2
REG	epsg:32406	4	-0x1.1cp7	0x1.4p2
REG	epsg:32407	0	-0x1.1ap7	0x0.0p0
REG	epsg:32407	1	-0x1.24p7	-0x1.4p2
REG	epsg:32407	2	-0x1.1p7	-0x1.4p2
REG	epsg:32407	3	-0x1.24p7	0x1.4p2
REG	epsg:32407	4	-0x1.1p7	0x1.4p2
REG	epsg:32408	0	-0x1.0ep7	0x0.0p0
REG	epsg:32408	1	-0x1.18p7	-0x1.4p2
REG	epsg:32408	2	-0x1.04p7	-0x1.4p2
REG	epsg:32408	3	-0x1.18p7	0x1.4p2
REG	epsg:32408	4	-0x1.04p7	0x1.4p2
REG	epsg:32409	0	-0x1.02p7	0x0.0p0
REG	epsg:32409	1	-0x1.0cp7	-0x1.4p2
REG	epsg:32409	2	-0x1.fp6	-0x1.4p2
REG	epsg:32409	3	-0x1.0cp7	0x1.4p2
REG	epsg:32409	4	-0x1.fp6	0x1.4p2
REG	epsg:3241	0	0x1.5cp7	-0x1.3d55555555556p6
REG	epsg:3241	1	0x1.c8p6	-0x1.64p6
REG	epsg:3241	2	-0x1.f8p6	-0x1.64p6
REG	epsg:3241	3	0x1.c8p6	-0x1.0155555555556p6
REG	epsg:3241	4	-0x1.f8p6	-0x1.0155555555556p6
REG	epsg:32410	0	-0x1.ecp6	0x0.0p0
REG	epsg:32410	1	-0x1.0p7	-0x1.4p2
REG	epsg:32410	2	-0x1.d8p6	-0x1.4p2
REG	epsg:32410	3	-0x1.0p7	0x1.4p2
REG	epsg:32410	4	-0x1.d8p6	0x1.4p2
REG	epsg:32411	0	-0x1.d4p6	0x0.0p0
REG	epsg:32411	1	-0x1.e8p6	-0x1.4p2
REG	epsg:32411	2	-0x1.cp6	-0x1.4p2
REG	epsg:32411	3	-0x1.e8p6	0x1.4p2
REG	epsg:32411	4	-0x1.cp6	0x1.4p2
REG	epsg:32412	0	-0x1.bcp6	0x0.0p0
REG	epsg:32412	1	-0x1.dp6	-0x1.4p2
REG	epsg:32412	2	-0x1.a8p6	-0x1.4p2
REG	epsg:32412	3	-0x1.dp6	0x1.4p2
REG	epsg:32412	4	-0x1.a8p6	0x1.4p2
REG	epsg:32413	0	-0x1.a4p6	0x0.0p0
REG	epsg:32413	1	-0x1.b8p6	-0x1.4p2
REG	epsg:32413	2	-0x1.9p6	-0x1.4p2
REG	epsg:32413	3	-0x1.b8p6	0x1.4p2
REG	epsg:32413	4	-0x1.9p6	0x1.4p2
